SECTORNUMBER,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
     178.000,    6176.289,    8327.953,   11279.823,   15607.334,   24403.959,   36195.328,   38392.674,   40204.475,   41330.452,   43688.710,   44514.220,   48191.255,   43520.672,   43117.400,   42701.785,   43820.222,   42655.844,   44022.302,   43850.735,   47668.767,   44842.906,   48297.295,   46104.846,   48476.693
     179.000,   81386.314,   85195.525,   86387.929,   86931.727,   87125.492,   86765.463,   83132.590,   78091.664,   72461.440,   68935.778,   63640.690,   69124.010,   64742.848,   66496.621,   68648.522,   72623.191,   71206.430,   72841.155,   73604.385,   75399.738,   76184.693,   77515.572,   77521.530,   74873.800
     180.000,   16966.636,   18525.955,   18247.194,   18347.348,   16702.323,   15753.372,   17073.669,   18161.637,   17896.421,   18575.327,   19163.953,   19069.608,   17316.062,   15786.387,   16531.275,   17330.005,   17879.317,   19415.774,   19332.030,   18117.789,   17079.013,   18502.812,   18565.675,   17102.495
     181.000,   86344.093,   89143.915,   90345.092,   92117.154,   87244.114,   86693.251,   83482.433,   85057.946,   85702.492,   86044.943,   85042.795,   79878.106,   72811.268,   69436.637,   64949.796,   61772.265,   58075.657,   56510.605,   55619.304,   55814.919,   53198.854,   52267.586,   49179.069,   48186.593
     182.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
     183.000,    3651.706,    4418.447,    4727.364,    5052.720,    4061.834,    3870.877,    3821.463,    4080.571,    4279.993,    4008.792,    3978.873,    7407.298,    8875.037,    9870.414,   11298.127,   13746.500,   13043.603,   13715.607,   13852.969,   14206.853,   13609.141,   12960.015,   13034.955,   12675.376
     184.000,  218506.359,  211547.399,  206391.577,  204858.664,  206158.299,  211498.000,  218854.000,  222902.000,  223693.000,  220353.000,  219609.000,  227872.000,  242592.000,  250452.000,  252946.000,  248004.000,  239267.000,  234279.000,  228688.000,  228373.000,  228612.000,  230902.000,  234574.000,  240637.013
     185.000,  129636.755,  126794.191,  124411.382,  122341.143,  120802.598,  120877.000,  122762.000,  125908.000,  130101.000,  134798.000,  139886.000,  145486.000,  150889.000,  155361.000,  158391.000,  159606.000,  159190.000,  157257.000,  154825.000,  152544.000,  150740.000,  150318.000,  151737.000,  154476.093
     186.000,  117667.886,  114833.411,  129292.040,  126261.193,  138603.103,  158889.000,  189538.000,  208713.000,  210053.000,  213073.000,  219181.000,  243344.000,  262309.000,  273454.000,  257992.000,  242728.000,  208814.000,  194443.000,  189076.000,  192060.000,  194296.000,  206163.000,  227491.000,  236428.894
     187.000,  130874.709,  132395.480,  132651.031,  136761.149,  136687.447,  139107.000,  142656.000,  141466.000,  141272.000,  141376.000,  142321.000,  147732.000,  155417.000,  162110.000,  160318.000,  161051.000,  156364.000,  156255.000,  157965.000,  161205.000,  160878.000,  159745.000,  159560.000,  167361.204
     188.000,   61723.022,   63417.104,   65648.424,   67901.896,   69811.608,   71780.000,   73623.000,   75485.000,   77583.000,   80185.000,   82704.000,   85159.000,   87662.000,   90082.000,   92618.000,   95001.000,   97150.000,   99078.000,  100852.000,  102811.000,  105109.000,  107448.000,  109862.000,  112499.241
     189.000,   34408.270,   29676.416,   30112.545,   32949.956,   44655.945,   58606.000,   64140.000,   70191.000,   72629.000,   79760.000,   76148.000,   85187.000,   99018.000,  108362.000,   90636.000,   92861.000,   86437.000,   83710.000,   90549.000,   90330.000,   83932.000,   91812.000,   93379.000,  104710.555
     190.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
     191.000,   42801.488,   43219.814,   43619.625,   43370.863,   44429.296,   46847.749,   47057.757,   47716.908,   49566.724,   50304.400,   52461.152,   53437.917,   53954.109,   54997.827,   55971.949,   57315.298,   58430.475,   58902.379,   60224.879,   61314.113,   61708.358,   62488.712,   63295.843,   60726.081
     192.000,   48211.169,   51556.576,   55457.857,   57059.006,   58485.739,   61808.579,   62425.445,   62736.016,   63076.547,   63438.841,   63405.799,   64249.241,   63966.897,   62837.579,   60772.752,   59138.366,   59544.493,   59636.185,   60512.182,   61773.294,   61717.100,   65606.492,   65428.129,   62358.303
     193.000,  393587.901,  399226.779,  400937.843,  406806.705,  411533.176,  419950.580,  421468.929,  421681.633,  423888.610,  427442.024,  432515.111,  436819.567,  436632.831,  429676.317,  419811.851,  410683.312,  407402.413,  405392.240,  408349.656,  412109.042,  417391.807,  418753.531,  422837.524,  402998.387
     194.000,  290412.656,  297900.551,  302216.359,  309232.008,  316286.964,  320721.490,  329991.489,  330377.330,  333209.135,  334870.636,  338820.671,  345392.916,  344087.917,  342303.252,  336394.149,  331337.566,  330878.433,  330253.066,  332777.049,  339232.457,  343626.858,  346957.607,  351465.318,  334974.898
     195.000,   30862.318,   31166.357,   30956.825,   29973.103,   30665.300,   33074.375,   32946.824,   32885.002,   33734.203,   34206.688,   35693.166,   35654.332,   35185.801,   35673.718,   36223.714,   36651.572,   37891.121,   37690.842,   38320.313,   38958.113,   39259.066,   39942.798,   40212.291,   34496.903
     196.000,   43820.328,   43916.027,   43005.344,   44983.413,   47601.210,   48009.942,   47051.185,   46049.542,   45473.994,   45008.521,   45583.500,   44775.359,   43998.419,   42626.550,   41970.332,   40757.487,   40029.586,   39871.306,   39656.669,   39551.785,   40479.628,   39138.410,   40618.382,   38712.606
     197.000,  110105.341,  111169.668,  113390.169,  114168.446,  118003.187,  116129.432,  117559.816,  118595.826,  119926.902,  120622.597,  123145.084,  126180.361,  128141.807,  129247.460,  131894.843,  132896.218,  134426.198,  136113.684,  136733.487,  139211.438,  140561.374,  143305.104,  146576.327,  139699.104
     198.000,  171513.944,  173152.926,  175497.340,  177756.592,  181887.278,  186862.978,  179211.136,  178832.653,  178159.813,  179313.381,  181296.835,  180517.556,  182404.129,  177673.843,  175826.074,  172314.051,  171150.876,  171440.520,  172250.958,  171624.984,  171625.234,  173127.857,  174718.321,  166520.703
     199.000,  113001.410,  118296.651,  124041.337,  129912.652,  135550.327,  140701.000,  144850.000,  149165.000,  153319.000,  157629.000,  162582.000,  167398.000,  171243.000,  174019.000,  176302.000,  178351.000,  180250.000,  182125.000,  184083.000,  186357.000,  189010.000,  192075.000,  195355.000,  198915.000
     200.000,  153573.251,  182819.821,  210511.751,  215140.177,  235126.118,  250829.000,  231986.000,  228935.000,  228399.000,  232048.000,  241703.000,  226473.000,  262312.000,  234513.000,  197373.000,  191251.000,  196904.000,  198265.000,  229625.000,  252039.000,  255464.000,  257627.000,  256275.000,  279226.000
     201.000,  926717.336,  961379.617,  997563.576, 1037391.391, 1076758.708, 1084475.483, 1112028.800, 1152445.439, 1213903.926, 1245110.132, 1240738.135, 1255801.932, 1260693.336, 1265342.522, 1270557.024, 1276280.378, 1285221.487, 1297468.572, 1312938.300, 1330757.167, 1346746.021, 1364876.972, 1383416.120, 1400407.117
     202.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000
     203.000,   20945.999,   20193.727,   20791.775,   17906.874,   17964.399,   14824.161,   16463.896,   13231.601,   15702.994,   14345.575,   15414.193,   12566.229,   15488.252,    9455.053,    8584.212,    9444.968,    9692.315,    8728.383,   12130.652,   17081.771,   20049.765,   15600.968,   29888.083,   29365.014
     204.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      -0.000
     205.000,     574.533,     515.056,     772.669,     506.528,     533.757,     461.827,     528.183,     774.699,     565.195,    1074.085,     804.889,    1097.249,    1607.031,    2548.568,    2892.874,    2905.623,    3139.819,    3545.698,    4931.160,    5845.094,    6522.185,    8334.319,    8823.493,    6572.088
